slope,elevation,fault_distance,aspect,curvature,twi,lithology,label
85.19042205810547,1271.0,50.0,284.6208739886317,9.0,0.08057994192776555,3.0,1
81.01512145996094,767.0,50.0,71.56505117707799,-6.0,0.14668014899158058,2.0,1
80.93109893798828,627.0,50.0,331.3895403340348,-7.0,0.14797796845283417,2.0,1
60.98285675048828,776.0,50.0,213.69006752597977,-5.0,0.44124167319845126,2.0,1
86.21515655517578,955.0,50.0,34.21570213243741,-6.0,0.063795525217506,2.0,1
86.28541564941406,1064.0,50.0,54.24611274556325,13.0,0.06263185801412473,2.0,1
84.85294342041016,439.0,50.0,187.76516601842533,-1.0,0.08605279152703937,1.0,1
77.76044464111328,944.0,50.0,167.47119229084848,-15.0,0.19624727123517352,2.0,1
86.00477600097656,876.0,50.0,192.09475707701208,-6.0,0.06726096011654373,2.0,1
26.56505012512207,156.0,50.0,-0.0,-7.0,1.098568659019921,1.0,1
86.77003479003906,806.0,50.0,286.3895403340348,-14.0,0.05459038072713453,2.0,1
26.56505012512207,784.0,50.0,-0.0,1.0,1.098568659019921,2.0,1
35.26438903808594,785.0,50.0,45.0,2.0,0.8813366841754368,2.0,1
0.0,774.0,50.0,-0.0,0.0,5.0,2.0,1
87.03399658203125,1357.0,50.0,286.55707137563667,-14.0,0.05017801697959645,3.0,1
85.0488510131836,1394.0,50.0,342.34987578006985,7.0,0.08287762827056273,3.0,1
48.18968200683594,772.0,50.0,116.56505117707799,-1.0,0.6388816388300651,2.0,1
48.18968200683594,202.0,50.0,296.565051177078,3.0,0.6388816388300651,1.0,1
85.37042236328125,1059.0,50.0,121.75948008481281,-2.0,0.07764943523462882,2.0,1
26.56505012512207,775.0,50.0,270.0,5.0,1.098568659019921,2.0,1
85.89344787597656,840.0,50.0,201.03751102542182,-4.0,0.06909237612355923,2.0,1
54.73561096191406,788.0,50.0,45.0,2.0,0.5347630096048812,2.0,1
69.62547302246094,773.0,50.0,68.19859051364818,-3.0,0.31577193802795256,2.0,1
45.0,153.0,50.0,270.0,0.0,0.6931123720532195,1.0,1
57.6884651184082,712.0,50.0,161.565051177078,-4.0,0.4900468046025137,2.0,1
81.8902816772461,989.0,50.0,175.91438322002512,-1.0,0.13308863179140706,2.0,1
81.80780029296875,988.0,50.0,300.25643716352926,-1.0,0.13437521667324687,2.0,1
63.4349479675293,191.0,50.0,90.0,4.0,0.4054214784599757,1.0,1
86.5444107055664,984.0,50.0,61.1134182330893,-5.0,0.058341640757855945,2.0,1
85.50764465332031,932.0,50.0,45.0,-10.0,0.0754114570971684,2.0,1
68.1985855102539,264.0,50.0,306.86989764584405,19.0,0.33642197924766126,1.0,1
35.26438903808594,204.0,50.0,135.0,0.0,0.8813366841754368,1.0,1
86.65083312988281,1119.0,50.0,290.55604521958344,-4.0,0.05657530381120463,2.0,1
85.8091812133789,1124.0,50.0,278.42696902148066,-5.0,0.07047453992615883,2.0,1
64.12330627441406,827.0,50.0,104.03624346792648,-3.0,0.3954185977940268,2.0,1
35.26438903808594,186.0,50.0,45.0,2.0,0.8813366841754368,1.0,1
57.6884651184082,180.0,50.0,161.565051177078,2.0,0.4900468046025137,1.0,1
45.0,162.0,50.0,180.0,0.0,0.6931123720532195,1.0,1
65.9051513671875,981.0,50.0,116.56505117707799,6.0,0.36959365434351266,2.0,1
84.3521728515625,1066.0,50.0,98.53076560994813,-19.0,0.09412655930253057,2.0,1
86.6291732788086,1375.0,50.0,13.62699485989154,-9.0,0.0569335716762283,3.0,1
80.93109893798828,1124.0,50.0,298.6104596659652,-5.0,0.14797796845283417,2.0,1
86.19644165039062,737.0,50.0,195.42216131873866,-9.0,0.06410361698472151,2.0,1
64.12330627441406,935.0,50.0,255.96375653207352,-11.0,0.3954185977940268,2.0,1
60.98285675048828,184.0,50.0,213.69006752597977,-1.0,0.44124167319845126,1.0,1
85.42607879638672,995.0,50.0,36.86989764584402,-9.0,0.07674233031387308,2.0,1
79.73656463623047,470.0,50.0,275.1944289077348,-2.0,0.16632360058186937,1.0,1
74.49864196777344,453.0,50.0,146.30993247402023,-6.0,0.24471999509854359,1.0,1
87.20812225341797,849.0,50.0,358.60281897270363,-2.0,0.04725817181540388,2.0,1
64.12330627441406,959.0,50.0,194.03624346792648,9.0,0.3954185977940268,2.0,1
45.0,767.0,50.0,90.0,-2.0,0.6931123720532195,2.0,1
56.309932708740234,809.0,50.0,270.0,-3.0,0.5107878748701314,2.0,1
35.26438903808594,183.0,50.0,45.0,-2.0,0.8813366841754368,1.0,1
64.12330627441406,769.0,50.0,345.96375653207355,-1.0,0.3954185977940268,2.0,1
35.26438903808594,772.0,50.0,225.0,-4.0,0.8813366841754368,2.0,1
68.1985855102539,448.0,50.0,90.0,9.0,0.33642197924766126,1.0,1
85.42607879638672,1054.0,50.0,90.0,-1.0,0.07674233031387308,2.0,1
86.18592071533203,515.0,50.0,143.13010235415598,-16.0,0.06427693070119894,1.0,1
35.26438903808594,771.0,50.0,45.0,0.0,0.8813366841754368,2.0,1
48.18968200683594,771.0,50.0,206.565051177078,-1.0,0.6388816388300651,2.0,1
45.0,198.0,50.0,270.0,0.0,0.6931123720532195,1.0,1
74.20682525634766,414.0,50.0,188.13010235415598,2.0,0.24901213102640715,1.0,1
79.00679779052734,1044.0,50.0,60.94539590092286,-2.0,0.1774313533789091,2.0,1
57.6884651184082,771.0,50.0,198.434948822922,0.0,0.4900468046025137,2.0,1
86.85152435302734,774.0,50.0,148.49573328079583,-6.0,0.053231528215404424,2.0,1
86.2931900024414,1019.0,50.0,294.9047688080952,-1.0,0.0625057256353183,2.0,1
48.18968200683594,774.0,50.0,243.43494882292202,-1.0,0.6388816388300651,2.0,1
60.98285675048828,785.0,50.0,303.69006752597977,1.0,0.44124167319845126,2.0,1
84.85294342041016,966.0,50.0,352.23483398157464,-5.0,0.08605279152703937,2.0,1
26.56505012512207,815.0,50.0,180.0,-1.0,1.098568659019921,2.0,1
79.5243148803711,898.0,50.0,326.30993247402023,-3.0,0.1695613356135226,2.0,1
82.79087829589844,903.0,50.0,235.30484646876602,-2.0,0.1189675005351616,2.0,1
87.01998901367188,1383.0,50.0,321.3401917459099,-2.0,0.050412875868318795,3.0,1
48.18968200683594,773.0,50.0,206.565051177078,-1.0,0.6388816388300651,2.0,1
26.56505012512207,912.0,50.0,270.0,-3.0,1.098568659019921,2.0,1
68.1985855102539,878.0,50.0,-0.0,-5.0,0.33642197924766126,2.0,1
81.80780029296875,615.0,50.0,120.25643716352927,-7.0,0.13437521667324687,2.0,1
82.10485076904297,1024.0,50.0,213.69006752597977,-6.0,0.12973840512440227,2.0,1
68.1985855102539,957.0,50.0,233.13010235415598,11.0,0.33642197924766126,2.0,1
77.76044464111328,302.0,50.0,12.528807709151511,-5.0,0.19624727123517352,1.0,1
63.4349479675293,938.0,50.0,180.0,-8.0,0.4054214784599757,2.0,1
82.51948547363281,881.0,50.0,66.80140948635182,-4.0,0.12323923265966812,2.0,1
85.09891510009766,960.0,50.0,59.03624346792648,-8.0,0.08206546397240565,2.0,1
86.86334228515625,795.0,50.0,80.53767779197439,-4.0,0.0530345385937514,2.0,1
54.73561096191406,810.0,50.0,135.0,0.0,0.5347630096048812,2.0,1
86.03597259521484,1130.0,50.0,194.03624346792648,-17.0,0.06674854148518404,2.0,1
64.7605972290039,874.0,50.0,315.0,6.0,0.3861723781489246,2.0,1
45.0,773.0,50.0,270.0,0.0,0.6931123720532195,2.0,1
48.18968200683594,774.0,50.0,116.56505117707799,1.0,0.6388816388300651,2.0,1
64.7605972290039,913.0,50.0,45.0,2.0,0.3861723781489246,2.0,1
26.56505012512207,799.0,50.0,-0.0,1.0,1.098568659019921,2.0,1
83.19619750976562,927.0,50.0,107.35402463626133,-11.0,0.11256512655760834,2.0,1
84.56578063964844,1080.0,50.0,244.65382405805332,-6.0,0.09069010433552857,2.0,1
86.87850952148438,1036.0,50.0,64.13364320590549,-7.0,0.0527798022172305,2.0,1
83.33570861816406,871.0,50.0,276.7098368077569,-9.0,0.11035262935791135,2.0,1
65.9051513671875,1515.0,50.0,296.565051177078,-10.0,0.36959365434351266,3.0,1
85.98027038574219,1328.0,50.0,71.56505117707799,-4.0,0.06766440169156049,3.0,1
84.43273162841797,989.0,50.0,133.02506598911802,-1.0,0.09283101117551969,2.0,1
84.11897277832031,636.0,50.0,258.111341960372,-1.0,0.09786734174834684,2.0,1
65.9051513671875,835.0,50.0,243.43494882292202,-10.0,0.36959365434351266,2.0,1
85.9753189086914,324.0,50.0,39.28940686250036,14.0,0.06774496626971202,1.0,1
68.1985855102539,142.0,50.0,90.0,-3.0,0.33642197924766126,1.0,1
81.35398864746094,850.0,50.0,171.2538377374448,-1.0,0.14143304885850166,2.0,1
84.45883178710938,862.0,50.0,292.83365417791754,3.0,0.09241094197844058,2.0,1
48.18968200683594,776.0,50.0,243.43494882292202,-1.0,0.6388816388300651,2.0,1
63.4349479675293,781.0,50.0,270.0,0.0,0.4054214784599757,2.0,1
85.8424072265625,1500.0,50.0,340.90650799951436,-11.0,0.06992983615327843,3.0,1
85.2689437866211,1031.0,50.0,24.443954780416536,-6.0,0.0793036433431055,2.0,1
85.98027038574219,1093.0,50.0,198.434948822922,-2.0,0.06766440169156049,2.0,1
64.7605972290039,224.0,50.0,225.0,4.0,0.3861723781489246,1.0,1
85.9477310180664,573.0,50.0,22.932100437589785,-3.0,0.06819874694230774,1.0,1
74.20682525634766,209.0,50.0,45.0,6.0,0.24901213102640715,1.0,1
84.2964859008789,582.0,50.0,267.1375947738883,5.0,0.09502027157263462,1.0,1
65.9051513671875,1111.0,50.0,153.434948822922,6.0,0.36959365434351266,2.0,1
26.56505012512207,182.0,50.0,-0.0,1.0,1.098568659019921,1.0,1
71.79923248291016,1179.0,50.0,80.53767779197439,-3.0,0.2842164025928617,3.0,1
83.19619750976562,1449.0,50.0,287.35402463626133,1.0,0.11256512655760834,3.0,1
57.6884651184082,778.0,50.0,288.434948822922,-2.0,0.4900468046025137,2.0,1
85.19042205810547,268.0,50.0,337.7509763427876,1.0,0.08057994192776555,1.0,1
45.0,830.0,50.0,-0.0,2.0,0.6931123720532195,2.0,1
48.18968200683594,171.0,50.0,153.434948822922,1.0,0.6388816388300651,1.0,1
88.11833190917969,1100.0,50.0,222.33699923393286,-24.0,0.03179215335672432,2.0,1
35.26438903808594,768.0,50.0,225.0,-2.0,0.8813366841754368,2.0,1
35.26438903808594,214.0,50.0,45.0,-2.0,0.8813366841754368,1.0,1
85.24456787109375,977.0,50.0,163.07248693585296,-8.0,0.07969820379170782,2.0,1
85.03025817871094,937.0,50.0,180.0,-1.0,0.08317953333082546,2.0,1
74.20682525634766,170.0,50.0,278.13010235415595,-2.0,0.24901213102640715,1.0,1
85.76649475097656,531.0,50.0,218.99099404250546,-4.0,0.0711760034789912,1.0,1
26.56505012512207,785.0,50.0,90.0,7.0,1.098568659019921,2.0,1
48.18968200683594,787.0,50.0,26.56505117707799,1.0,0.6388816388300651,2.0,1
87.15177154541016,1101.0,50.0,95.71059313749964,-10.0,0.04820450874287972,2.0,1
84.45883178710938,862.0,50.0,194.03624346792648,-1.0,0.09241094197844058,2.0,1
81.2791976928711,824.0,50.0,94.39870535499554,-2.0,0.14259264399036592,2.0,1
85.08541107177734,1142.0,50.0,295.4633450618716,-1.0,0.08228456127877586,2.0,1
85.03025817871094,536.0,50.0,90.0,-3.0,0.08317953333082546,1.0,1
86.34447479248047,1299.0,50.0,116.56505117707799,-8.0,0.06165526547704438,3.0,1
68.58328247070312,798.0,50.0,258.69006752597977,0.0,0.3308573479706543,2.0,1
69.62547302246094,808.0,50.0,291.8014094863518,3.0,0.31577193802795256,2.0,1
26.56505012512207,794.0,50.0,-0.0,1.0,1.098568659019921,2.0,1
75.28563690185547,149.0,50.0,203.19859051364818,-4.0,0.23311307892220065,1.0,1
74.49864196777344,786.0,50.0,56.309932474020215,0.0,0.24471999509854359,2.0,1
85.37796020507812,952.0,50.0,194.03624346792648,-2.0,0.07752754139057577,2.0,1
87.51979064941406,620.0,50.0,107.65012421993013,-18.0,0.04200213605807828,2.0,1
86.31625366210938,1112.0,50.0,123.17851165939277,-5.0,0.06212184277677645,2.0,1
82.929443359375,1109.0,50.0,262.8749836510982,-6.0,0.11678212359343378,2.0,1
65.9051513671875,167.0,50.0,243.43494882292202,0.0,0.36959365434351266,1.0,1
48.18968200683594,232.0,50.0,153.434948822922,-1.0,0.6388816388300651,1.0,1
35.26438903808594,181.0,50.0,225.0,-2.0,0.8813366841754368,1.0,1
57.6884651184082,782.0,50.0,161.565051177078,4.0,0.4900468046025137,2.0,1
45.0,168.0,50.0,90.0,2.0,0.6931123720532195,1.0,1
68.58328247070312,169.0,50.0,101.30993247402021,-4.0,0.3308573479706543,1.0,1
86.06412506103516,1094.0,50.0,153.434948822922,-11.0,0.06628595486297653,2.0,1
45.0,783.0,50.0,90.0,-2.0,0.6931123720532195,2.0,1
65.9051513671875,167.0,50.0,333.434948822922,0.0,0.36959365434351266,1.0,1
68.1985855102539,785.0,50.0,306.86989764584405,3.0,0.33642197924766126,2.0,1
74.63859558105469,209.0,50.0,74.05460409907715,-1.0,0.24265964364551482,1.0,1
83.99923706054688,773.0,50.0,183.01278750418334,-10.0,0.09978466610230635,2.0,1
57.6884651184082,775.0,50.0,251.56505117707798,0.0,0.4900468046025137,2.0,1
82.40535736083984,1118.0,50.0,216.86989764584402,-7.0,0.1250300824506648,2.0,1
48.18968200683594,917.0,50.0,296.565051177078,-9.0,0.6388816388300651,2.0,1
72.45159912109375,797.0,50.0,161.565051177078,-2.0,0.2747093402713723,2.0,1
86.19644165039062,896.0,50.0,111.44773632710536,-7.0,0.06410361698472151,2.0,1
83.46696472167969,1000.0,50.0,13.240519915187205,-11.0,0.10826946118363633,2.0,1
83.39134979248047,926.0,50.0,100.00797980144135,-2.0,0.10947072367542293,2.0,1
26.56505012512207,198.0,50.0,180.0,-3.0,1.098568659019921,1.0,1
74.49864196777344,174.0,50.0,33.690067525979785,2.0,0.24471999509854359,1.0,1
76.06790924072266,952.0,50.0,119.74488129694222,-1.0,0.22152317482877487,2.0,1
48.18968200683594,774.0,50.0,63.43494882292201,-1.0,0.6388816388300651,2.0,1
48.18968200683594,799.0,50.0,153.434948822922,-3.0,0.6388816388300651,2.0,1
82.04802703857422,815.0,50.0,102.0947570770121,-1.0,0.1306260610411339,2.0,1
84.43273162841797,870.0,50.0,226.97493401088198,-5.0,0.09283101117551969,2.0,1
85.20728302001953,491.0,50.0,146.97613244420336,-9.0,0.08030433059413904,1.0,1
84.60806274414062,1029.0,50.0,19.290046219188735,-3.0,0.09000670384739623,2.0,1
85.56851959228516,1034.0,50.0,324.4623222080256,-12.0,0.07441696279155395,2.0,1
83.04755401611328,1097.0,50.0,307.5685920288275,9.0,0.11491653772892767,2.0,1
81.8902816772461,984.0,50.0,175.91438322002512,-3.0,0.13308863179140706,2.0,1
60.98285675048828,412.0,50.0,303.69006752597977,13.0,0.44124167319845126,1.0,1
48.18968200683594,169.0,50.0,26.56505117707799,1.0,0.6388816388300651,1.0,1
82.94286346435547,809.0,50.0,158.19859051364818,-1.0,0.11657017284467756,2.0,1
26.56505012512207,152.0,50.0,270.0,5.0,1.098568659019921,1.0,1
63.4349479675293,768.0,50.0,90.0,2.0,0.4054214784599757,2.0,1
64.12330627441406,181.0,50.0,165.96375653207352,7.0,0.3954185977940268,1.0,1
86.59512329101562,947.0,50.0,120.37912601136834,-8.0,0.057498417899727906,2.0,1
81.80780029296875,847.0,50.0,210.25643716352926,-5.0,0.13437521667324687,2.0,1
74.49864196777344,937.0,50.0,303.69006752597977,4.0,0.24471999509854359,2.0,1
57.6884651184082,761.0,50.0,198.434948822922,-6.0,0.4900468046025137,2.0,1
79.34468841552734,861.0,50.0,138.81407483429035,-1.0,0.1722972799021049,2.0,1
86.33700561523438,1017.0,50.0,309.8055710922652,-2.0,0.06178130132542447,2.0,1
26.56505012512207,175.0,50.0,180.0,-1.0,1.098568659019921,1.0,1
45.0,770.0,50.0,90.0,-2.0,0.6931123720532195,2.0,1
56.309932708740234,769.0,50.0,-0.0,-1.0,0.5107878748701314,2.0,1
54.73561096191406,1118.0,50.0,315.0,-4.0,0.5347630096048812,2.0,1
85.64282989501953,929.0,50.0,220.36453657309735,-7.0,0.07319962194400696,2.0,1
86.3537368774414,981.0,50.0,210.65066795705286,-5.0,0.061502744735602966,2.0,1
68.1985855102539,781.0,50.0,180.0,3.0,0.33642197924766126,2.0,1
85.66780853271484,1041.0,50.0,322.6960517220166,-5.0,0.07279162028939107,2.0,1
72.45159912109375,1203.0,50.0,18.43494882292201,-2.0,0.2747093402713723,3.0,1
35.26438903808594,787.0,50.0,225.0,0.0,0.8813366841754368,2.0,1
45.0,777.0,50.0,180.0,0.0,0.6931123720532195,2.0,1
85.7519760131836,855.0,50.0,301.3286928678042,-1.0,0.07141260890797889,2.0,1
26.56505012512207,784.0,50.0,180.0,-3.0,1.098568659019921,2.0,1
82.04802703857422,871.0,50.0,204.77514056883192,-3.0,0.1306260610411339,2.0,1
85.83417510986328,838.0,50.0,259.5085229876684,-4.0,0.0700658504185807,2.0,1
83.66948699951172,589.0,50.0,273.1798301198642,-3.0,0.10504788621315352,2.0,1
82.33773803710938,1014.0,50.0,317.7263109939063,-9.0,0.12609142817693275,2.0,1
26.56505012512207,781.0,50.0,90.0,1.0,1.098568659019921,2.0,1
78.74475860595703,657.0,50.0,354.28940686250036,-7.0,0.18140330598361507,2.0,1
74.20682525634766,813.0,50.0,81.86989764584403,0.0,0.24901213102640715,2.0,1
64.12330627441406,164.0,50.0,284.03624346792645,-1.0,0.3954185977940268,1.0,1
57.6884651184082,772.0,50.0,251.56505117707798,-2.0,0.4900468046025137,2.0,1
82.28583526611328,831.0,50.0,151.69924423399362,-6.0,0.12690399631458055,2.0,1
82.04802703857422,587.0,50.0,155.22485943116808,-5.0,0.1306260610411339,2.0,1
81.47447967529297,988.0,50.0,12.994616791916505,-14.0,0.1395623239518099,2.0,1
48.18968200683594,769.0,50.0,153.434948822922,3.0,0.6388816388300651,2.0,1
87.59097290039062,1580.0,50.0,255.37912601136833,18.0,0.04079260809413781,3.0,1
26.56505012512207,182.0,50.0,-0.0,3.0,1.098568659019921,1.0,1
64.12330627441406,577.0,50.0,14.036243467926479,1.0,0.3954185977940268,1.0,1
86.57081604003906,1155.0,50.0,98.61564818416412,-6.0,0.05790297871176313,2.0,1
64.7605972290039,786.0,50.0,45.0,-2.0,0.3861723781489246,2.0,1
85.6012954711914,1087.0,50.0,270.0,6.0,0.07387926319279835,2.0,1
84.78948211669922,858.0,50.0,204.22774531795415,-5.0,0.08707885429207575,2.0,1
82.47120666503906,872.0,50.0,172.40535663140858,-11.0,0.12399689138294519,2.0,1
84.66099548339844,995.0,50.0,322.59464336859145,-8.0,0.08915370511144832,2.0,1
63.4349479675293,771.0,50.0,-0.0,2.0,0.4054214784599757,2.0,1
45.0,792.0,50.0,90.0,2.0,0.6931123720532195,2.0,1
74.63859558105469,151.0,50.0,195.94539590092288,-1.0,0.24265964364551482,1.0,1
84.06399536132812,945.0,50.0,81.02737338510362,-2.0,0.09874879593766434,2.0,1
73.39844512939453,184.0,50.0,333.434948822922,-1.0,0.26087086322858655,1.0,1
86.74537658691406,1100.0,50.0,14.826479970355665,5.0,0.05500090084044251,2.0,1
83.08562469482422,1083.0,50.0,165.96375653207352,-4.0,0.11431491451715126,2.0,1
45.0,163.0,50.0,180.0,-2.0,0.6931123720532195,1.0,1
35.26438903808594,223.0,50.0,315.0,2.0,0.8813366841754368,1.0,1
60.98285675048828,164.0,50.0,146.30993247402023,-1.0,0.44124167319845126,1.0,1
57.6884651184082,201.0,50.0,108.43494882292201,4.0,0.4900468046025137,1.0,1
86.58757781982422,708.0,50.0,63.43494882292201,-1.0,0.057625885499504974,2.0,1
69.62547302246094,175.0,50.0,68.19859051364818,-1.0,0.31577193802795256,1.0,1
26.56505012512207,602.0,50.0,270.0,-9.0,1.098568659019921,2.0,1
85.24456787109375,1137.0,50.0,135.0,-20.0,0.07969820379170782,2.0,1
84.11897277832031,540.0,50.0,55.4914770123316,-11.0,0.09786734174834684,1.0,1
87.15966033935547,1150.0,50.0,226.00508600525419,-1.0,0.04807092904488342,2.0,1
85.59479522705078,548.0,50.0,15.642246457208728,-6.0,0.07398703097848487,1.0,1
65.9051513671875,171.0,50.0,243.43494882292202,-2.0,0.36959365434351266,1.0,1
45.0,180.0,50.0,270.0,0.0,0.6931123720532195,1.0,1
87.48539733886719,949.0,50.0,278.84181456019166,-24.0,0.042581231428881476,2.0,1
84.85294342041016,999.0,50.0,262.23483398157464,-1.0,0.08605279152703937,2.0,1
87.46206665039062,900.0,50.0,77.19573393471325,-2.0,0.04297732994202978,2.0,1
85.76649475097656,587.0,50.0,51.00900595749453,-2.0,0.0711760034789912,2.0,1
87.07962036132812,827.0,50.0,84.14398641457105,-7.0,0.049414103557108534,2.0,1
86.31625366210938,931.0,50.0,176.30861401354872,-9.0,0.06212184277677645,2.0,1
84.2318115234375,1106.0,50.0,135.0,-4.0,0.0960597861781875,2.0,1
84.58403015136719,1101.0,50.0,174.5596679689945,-3.0,0.09039416641283979,2.0,1
60.98285675048828,783.0,50.0,146.30993247402023,-5.0,0.44124167319845126,2.0,1
56.309932708740234,775.0,50.0,270.0,1.0,0.5107878748701314,2.0,1
79.5243148803711,899.0,50.0,123.6900675259798,-1.0,0.1695613356135226,2.0,1
57.6884651184082,770.0,50.0,71.56505117707799,-2.0,0.4900468046025137,2.0,1
35.26438903808594,771.0,50.0,135.0,-2.0,0.8813366841754368,2.0,1
71.06816864013672,782.0,50.0,239.03624346792648,-4.0,0.2948473393016171,2.0,1
86.1473159790039,829.0,50.0,225.0,-8.0,0.06491324404362415,2.0,1
86.89688110351562,964.0,50.0,122.82854179141253,-3.0,0.05247078639838086,2.0,1
85.7519760131836,1137.0,50.0,301.3286928678042,-5.0,0.07141260890797889,2.0,1
86.8819808959961,1078.0,50.0,299.3577535427913,-12.0,0.05272152818936489,2.0,1
35.26438903808594,780.0,50.0,45.0,4.0,0.8813366841754368,2.0,1
85.79509735107422,702.0,50.0,216.0273733851036,-8.0,0.07070558376023636,2.0,1
68.58328247070312,335.0,50.0,258.69006752597977,6.0,0.3308573479706543,1.0,1
0.0,768.0,50.0,-0.0,0.0,5.0,2.0,1
84.91413879394531,504.0,50.0,32.27564431457763,-3.0,0.08506183138333726,1.0,1
81.01512145996094,884.0,50.0,198.434948822922,-2.0,0.14668014899158058,2.0,1
0.0,770.0,50.0,-0.0,-2.0,5.0,2.0,1
57.6884651184082,778.0,50.0,341.565051177078,6.0,0.4900468046025137,2.0,1
83.78231811523438,794.0,50.0,209.35775354279127,-3.0,0.10325006990493941,2.0,1
45.0,150.0,50.0,180.0,2.0,0.6931123720532195,1.0,1
45.0,865.0,50.0,180.0,0.0,0.6931123720532195,2.0,1
35.26438903808594,192.0,50.0,315.0,2.0,0.8813366841754368,1.0,1
87.51571655273438,863.0,50.0,49.398705354995535,-5.0,0.04206871519120178,2.0,1
73.39844512939453,939.0,50.0,333.434948822922,1.0,0.26087086322858655,2.0,1
78.09530639648438,787.0,50.0,71.56505117707799,-8.0,0.1912104769981109,2.0,1
86.65083312988281,907.0,50.0,290.55604521958344,-12.0,0.05657530381120463,2.0,1
45.0,176.0,50.0,-0.0,2.0,0.6931123720532195,1.0,1
86.98825073242188,1039.0,50.0,243.43494882292202,-9.0,0.050944849847128076,2.0,1
85.94010925292969,817.0,50.0,332.5255683737229,-2.0,0.06832400669071621,2.0,1
26.56505012512207,785.0,50.0,-0.0,-1.0,1.098568659019921,2.0,1
45.0,774.0,50.0,180.0,-4.0,0.6931123720532195,2.0,1
