latitude,longitude,event_date,admin_division_name,landslide_category,landslide_trigger,fatality_count,injury_count,location_description,source,verification_status
27.201,88.4883,2007-09-07 00:00:00,,landslide,rain,0.0,0.0,"National Highway 31A between Rangpo and Tarkhola, in East Sikkim",pan_ner_csv,reported
25.0604,93.9877,2007-09-08 00:00:00,Manipur,landslide,rain,0.0,0.0,"Lower Shajouba village near Tadubi along NH 39, Manipur ",pan_ner_csv,reported
27.1667,88.35,2007-09-09 00:00:00,Sikkim,landslide,rain,1.0,0.0,Hingdam village in South Sikkim,pan_ner_csv,reported
25.4993,94.1192,2007-09-09 00:00:00,Nagaland,landslide,rain,0.0,0.0,"Mao in Manipur, Phipema and Chunikhudima in Nagaland",pan_ner_csv,reported
24.2451,94.0691,2007-09-10 00:00:00,Manipur,landslide,rain,0.0,0.0,Wamkhu village along the Tengnoupal-Joupi road in Chandel district,pan_ner_csv,reported
27.3425,88.6236,2007-09-10 00:00:00,Sikkim,landslide,rain,0.0,0.0,Rhodong village near Rhey in East Sikkim,pan_ner_csv,reported
24.4279,94.0564,2007-09-11 00:00:00,Manipur,landslide,rain,3.0,0.0,"NH-39 at Imphal-Moreh section, Lokchao largest event",pan_ner_csv,reported
25.52,91.27,2007-09-11 00:00:00,Meghalaya,landslide,rain,0.0,0.0,"Assam-Agartala National Highway, Sonarpur in Jayantiya hills of Meghalaya",pan_ner_csv,reported
27.2084,88.4909,2007-09-11 00:00:00,,debris_flow,rain,0.0,0.0,"National Highway 31A, between Singtam and Rangpo",pan_ner_csv,reported
26.1833,91.8,2007-09-13 00:00:00,Assam,landslide,rain,0.0,0.0,Guwahati,pan_ner_csv,reported
27.2872,88.2816,2007-09-18 00:00:00,Sikkim,landslide,rain,0.0,0.0,Geyzing-Jorethang road and Naya Bazar-Legship road,pan_ner_csv,reported
24.1293,92.6921,2007-09-29 00:00:00,Mizoram,landslide,rain,0.0,0.0,"National Highway, 45 Aizwal (Mizoram)",pan_ner_csv,reported
25.7055,94.0132,2007-10-16 00:00:00,Nagaland,landslide,rain,0.0,0.0,"NH-39 at Piphema,  6 km towards Dimapur from Kohima in Nagaland",pan_ner_csv,reported
25.4379,94.1162,2007-10-19 00:00:00,Nagaland,landslide,rain,0.0,0.0,"Maram-Purul Road, Karong Assembly Constituency of Senapati district, Manipur",pan_ner_csv,reported
24.75,93.4333,2007-10-21 00:00:00,Assam,landslide,rain,0.0,0.0,National Highway 53 at Nungba in Tamenglong district of Manipur,pan_ner_csv,reported
24.9849,92.8411,2008-05-20 00:00:00,Assam,mudslide,mining,5.0,0.0,"A Cachar District village, near village of Srinager, Assam",pan_ner_csv,reported
24.6596,93.9784,2008-06-09 00:00:00,Manipur,landslide,monsoon,0.0,0.0,"near Kuloor church, in Manipur along National Highway",pan_ner_csv,reported
27.0998,93.6287,2008-06-14 00:00:00,Arunachal Pradesh,landslide,rain,21.0,0.0,"Itanagar-Naharlagun, Arunachal Pradesh",pan_ner_csv,reported
27.2298,94.0989,2008-06-15 00:00:00,Assam,landslide,downpour,17.0,0.0,"Lakhimpur district, Bihpuria, Assam",pan_ner_csv,reported
24.9336,93.8275,2008-06-19 00:00:00,Manipur,mudslide,monsoon,0.0,0.0,"Namkaoluang village, Tamenglong-Sangrung (Khongsang) road, NH-53, Manipur",pan_ner_csv,reported
25.705,94.04,2008-08-07 00:00:00,Nagaland,landslide,downpour,0.0,0.0,"National Highway-39, Dimapur-Imphal road and another under Kiphire district of Nagaland",pan_ner_csv,reported
27.163,94.0,2008-08-14 00:00:00,Assam,landslide,rain,0.0,0.0,"Kimin-Ziro road in Papum Pare district, road between Doimukh and Sagalee, Doimukh-Hoj road; Arunachal Pradesh",pan_ner_csv,reported
26.138,94.25,2008-08-19 00:00:00,Nagaland,mudslide,downpour,4.0,0.0,"Akuk village, Wokha District, Nagaland",pan_ner_csv,reported
27.337,88.609,2008-08-28 00:00:00,Sikkim,landslide,downpour,0.0,0.0,"Ranka, Sikkim and Louing road",pan_ner_csv,reported
25.67,94.1066,2008-08-29 00:00:00,Nagaland,complex,downpour,0.0,0.0,"Kohima, Nagaland",pan_ner_csv,reported
26.3333,91.25,2008-10-29 00:00:00,Assam,landslide,downpour,7.0,0.0,"Kamrup, and Sonitpur, Assam",pan_ner_csv,reported
27.2333,94.1167,2008-10-29 00:00:00,Assam,landslide,downpour,0.0,0.0,North Lakhimpur ,pan_ner_csv,reported
27.4,92.35,2008-10-29 00:00:00,Arunachal Pradesh,mudslide,downpour,12.0,0.0,"West Kameng, Arunachal Pradesh",pan_ner_csv,reported
27.478,88.527,2009-07-01 05:40:00,,landslide,downpour,0.0,0.0,"4th Mile, Lower Mangshila in North Sikkim",pan_ner_csv,reported
27.7,92.8,2009-08-12 00:00:00,Arunachal Pradesh,landslide,downpour,0.0,0.0,"Upper Subansiri District, Arunanchal Pradesh",pan_ner_csv,reported
27.2644,88.1365,2009-08-19 20:30:00,,landslide,downpour,2.0,0.0,"Sombaria, West Sikkim",pan_ner_csv,reported
25.5215,93.1645,2009-08-20 00:00:00,Assam,landslide,downpour,0.0,0.0,Lumding-Badarpur section in North Cachar Hills district,pan_ner_csv,reported
27.1761,88.5287,2009-08-20 00:00:00,Sikkim,mudslide,downpour,0.0,0.0,"NH31A, Mile 27 near Rambi",pan_ner_csv,reported
24.9925,93.5,2009-08-20 00:00:00,Assam,landslide,downpour,0.0,0.0,"Tamei, Tamenglong district on Imphal-Tamenglong (IT) road",pan_ner_csv,reported
27.3746,88.7648,2009-08-26 00:00:00,Sikkim,landslide,rain,0.0,0.0,"17th Mile towards Tsomgo Lake, near Kyongsala, Sikkim ",pan_ner_csv,reported
25.1718,93.123,2009-08-27 00:00:00,Assam,landslide,downpour,0.0,0.0,between Mahur and Phaiding railway stations on Barail hills (Mahur and Barail hills located),pan_ner_csv,reported
24.8628,94.4182,2009-08-30 00:00:00,Manipur,landslide,downpour,0.0,0.0,"Road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, Manipur",pan_ner_csv,reported
27.1954,88.6115,2009-09-17 00:00:00,Sikkim,landslide,rain,0.0,0.0,"4th Mile on road between Rongli, Rhenock and Rangpo in East Sikkim.",pan_ner_csv,reported
23.73478778,92.72124394,2009-10-05 00:00:00,Mizoram,landslide,downpour,3.0,0.0,"Chhinga Veng, Aizawl",pan_ner_csv,reported
24.7339,93.9161,2010-03-27 20:00:00,Manipur,mudslide,downpour,0.0,0.0,"LangthAbal Khoupum, Imphal, Manipur",pan_ner_csv,reported
25.1553,93.028,2010-04-01 00:00:00,Assam,landslide,downpour,3.0,0.0,"Paglanala village, Dholai Block, near Dwarbandh locality of the district, Cachar district (could only find district) 45 km from Silchar, Assam",pan_ner_csv,reported
27.8997,93.3497,2010-04-02 23:00:00,Arunachal Pradesh,mudslide,downpour,12.0,0.0,"Koloriang, Kuring Kumey district, Arunachal Pradesh",pan_ner_csv,reported
27.322,88.6087,2010-04-17 00:00:00,Sikkim,landslide,downpour,0.0,0.0,"Nam Nang, Gangtok",pan_ner_csv,reported
27.3341,88.6083,2010-04-17 15:00:00,Sikkim,landslide,downpour,0.0,0.0,"Natl. Highway 31-A at Pani House(?), Gangtok",pan_ner_csv,reported
26.1965,91.763,2010-04-20 00:00:00,Assam,landslide,downpour,0.0,0.0,"Kharghuli, Guwahati, Assam",pan_ner_csv,reported
26.1978,91.7665,2010-04-20 00:00:00,Assam,landslide,downpour,0.0,0.0,"Raj Bhavan Guwahati, Assam",pan_ner_csv,reported
25.3612,92.2845,2010-04-21 00:00:00,Meghalaya,landslide,downpour,0.0,0.0,Shillong-Jowai(Jwai)-Badarpur National Highway(NH 44) at Sunapur village in Jaintia Hills District,pan_ner_csv,reported
27.8965,96.1779,2010-04-21 00:00:00,Arunachal Pradesh,landslide,downpour,12.0,0.0,Arunachal Pradesh ,pan_ner_csv,reported
25.3433,92.2897,2010-05-11 09:00:00,Meghalaya,landslide,downpour,0.0,0.0,"National highway 44 at Sunapur and Tongseng in Jaintia Hills district, eastern Meghalaya",pan_ner_csv,reported
28.4298,95.8776,2010-05-31 00:00:00,Arunachal Pradesh,landslide,downpour,0.0,0.0,"Anini-Roing road,  Dibang Valley,  Arunachal Pradesh ",pan_ner_csv,reported
27.3543,88.6428,2010-05-31 23:00:00,Sikkim,landslide,downpour,0.0,0.0,"North Sikkiim Highway, periphery of Gangtok, Sikkim East district",pan_ner_csv,reported
23.8986,91.7599,2010-06-03 00:00:00,Tripura,landslide,downpour,0.0,0.0,"atharamura hills, Highway 44, Tripura",pan_ner_csv,reported
24.6005,92.3814,2010-06-03 05:00:00,Assam,landslide,downpour,2.0,0.0,Rongpur village under Bhairabhnagar panchayat in Karimganj district,pan_ner_csv,reported
24.7543,93.5039,2010-06-07 00:00:00,Manipur,landslide,rain,0.0,0.0,"Irang(?) and Barak(?) and Makru(?) on highway 53 between Imphal and Jiribam, Manipur",pan_ner_csv,reported
25.8833,91.2,2010-06-09 14:15:00,Meghalaya,landslide,downpour,0.0,0.0,"Ishok Chingphu(?), Bishnupur, Assam",pan_ner_csv,reported
25.2269,93.1658,2010-06-15 00:00:00,Assam,landslide,downpour,0.0,0.0,"rails between Mahur and Wadringdisa(?), Assam",pan_ner_csv,reported
26.3335,94.5512,2010-06-15 00:00:00,Nagaland,landslide,downpour,0.0,0.0,"Fazl Ali College, Mokokchung, Nagaland",pan_ner_csv,reported
25.0633,92.8025,2010-06-16 00:00:00,Assam,landslide,downpour,0.0,0.0,"rails between Jatinga and Longrangjao(?), Assam",pan_ner_csv,reported
26.4333,94.8833,2010-06-17 19:30:00,Nagaland,landslide,downpour,0.0,0.0,"Shayoung Ward(?), Longleng, Nagaland",pan_ner_csv,reported
25.5728,91.885,2010-06-28 00:00:00,Meghalaya,landslide,downpour,1.0,0.0,"Police CID complex(?), Shillong, Meghalaya",pan_ner_csv,reported
25.4916,91.2698,2010-06-28 00:00:00,Meghalaya,landslide,downpour,0.0,0.0,"Borsorsa(?), West Khasi Hills, Meghalaya",pan_ner_csv,reported
25.8877,94.7861,2010-07-06 00:00:00,Nagaland,mudslide,monsoon,0.0,0.0,"Kiphire,  Nagaland",pan_ner_csv,reported
26.0093,94.5238,2010-07-06 00:00:00,Nagaland,mudslide,monsoon,0.0,0.0,"Zunheboto, Nagaland",pan_ner_csv,reported
26.2363,94.8133,2010-07-06 00:00:00,Nagaland,mudslide,monsoon,0.0,0.0,"Tuensang, Nagaland",pan_ner_csv,reported
26.7225,95.0281,2010-07-06 00:00:00,Nagaland,mudslide,monsoon,0.0,0.0,"Mon, Nagaland",pan_ner_csv,reported
26.7215,95.0283,2010-07-19 06:00:00,Nagaland,landslide,downpour,0.0,0.0,"Jahjon ward(?), Mon town, Nagaland",pan_ner_csv,reported
26.8716,94.9921,2010-07-20 00:00:00,Nagaland,landslide,downpour,0.0,0.0,"road to Oting near Longlam village, 13 km from Tizit subdivision, Mon district, Nagaland",pan_ner_csv,reported
27.3773,88.559,2010-07-21 08:00:00,Sikkim,landslide,downpour,0.0,0.0,"Singtam-Mangan rd, Sikkim",pan_ner_csv,reported
27.5509,88.6475,2010-07-21 08:00:00,,landslide,downpour,0.0,0.0,"Zang(?), east Sikkim",pan_ner_csv,reported
25.0477,92.801,2010-07-25 00:00:00,Assam,landslide,downpour,0.0,0.0,"road between Halfong and Redzol(?) or Silchar, Assam",pan_ner_csv,reported
25.4196,94.1054,2010-07-29 00:00:00,Nagaland,landslide,downpour,0.0,0.0,"Maram area in Senapati district, National Highway 39",pan_ner_csv,reported
24.9786,93.5027,2010-07-29 00:00:00,Assam,landslide,downpour,0.0,0.0,"Highway 53 at Tupul, Tamenglong district",pan_ner_csv,reported
25.3098633,94.48214677,2010-07-29 23:00:00,Manipur,landslide,downpour,0.0,0.0,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",pan_ner_csv,reported
24.9356,93.8443,2010-07-31 09:00:00,Manipur,landslide,rain,0.0,0.0,Dimapur-Imphal highway (NH 39) near Manipur,pan_ner_csv,reported
23.7365,92.7146,2010-08-06 00:00:00,Mizoram,landslide,downpour,0.0,0.0,"Dawrpui Vengthar cemetary, Aizwal, Mizoram",pan_ner_csv,reported
25.70223725,94.04619681,2010-08-13 00:00:00,Nagaland,landslide,downpour,0.0,0.0,"NH-39 near Kohima Municipality Council(KMC) dumping ground, between Zubza(Sechu) and Kohima, Nagaland",pan_ner_csv,reported
26.0814,94.803,2010-08-14 00:00:00,Nagaland,landslide,downpour,0.0,0.0,"Kiphire-Tuensang rd, Nagaland",pan_ner_csv,reported
26.222,94.9152,2010-08-14 00:00:00,Nagaland,landslide,downpour,0.0,0.0,"Noklak-Tuensang road, Nagaland",pan_ner_csv,reported
26.148,94.8422,2010-08-14 00:00:00,Nagaland,landslide,downpour,0.0,0.0,"Tuensang-Shamatore(Sampurre) rd, Nagaland",pan_ner_csv,reported
25.31006064,94.48265093,2010-08-15 23:00:00,Manipur,landslide,downpour,0.0,0.0,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",pan_ner_csv,reported
26.2753,94.6654,2010-08-17 00:00:00,Nagaland,landslide,downpour,0.0,0.0,"Dikhu bridge(?), Mokokchung-Tuensang road, Nagaland",pan_ner_csv,reported
24.8961,93.4957,2010-08-19 00:00:00,Manipur,mudslide,downpour,0.0,0.0,"2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur",pan_ner_csv,reported
26.1984,94.8158,2010-08-19 06:30:00,Nagaland,landslide,downpour,0.0,0.0,"Tuensang-Kohima rd, 3 km outside Tuensang, Nagaland",pan_ner_csv,reported
25.61560252,94.11603493,2010-08-19 18:00:00,Nagaland,landslide,downpour,0.0,0.0,"Kisima, Nagaland",pan_ner_csv,reported
27.167,88.3652,2010-08-20 00:00:00,Sikkim,complex,downpour,0.0,0.0,"many locations around Namchi, Sikkim",pan_ner_csv,reported
25.5718,94.1211,2010-08-21 18:00:00,Nagaland,landslide,downpour,0.0,0.0,"NH 39 at Kigwema(?), between Mao Gate and Kohima, Nagaland",pan_ner_csv,reported
27.2319,88.497,2010-08-26 23:00:00,,landslide,downpour,0.0,0.0,"NH-31A at Topakhani tunnel(?) and fruit preservation factory(?) and Chisopani bridge(?), near Singtam and Gangtok and Rangpo, Sikkim",pan_ner_csv,reported
24.7505,93.4221,2010-08-27 16:30:00,Assam,landslide,downpour,0.0,0.0,"NH-53 at Nungba police station, Kambirong(?), Manipur",pan_ner_csv,reported
25.4786,94.1327,2010-08-27 16:30:00,Nagaland,landslide,downpour,0.0,0.0,"NH-39 at Ekai village(?), 2 km for Tadubi, Manipur",pan_ner_csv,reported
27.3392,88.6188,2010-08-27 18:00:00,Sikkim,landslide,downpour,0.0,0.0,"Daragaon(?), Gangtok city, Sikkim",pan_ner_csv,reported
27.3702,88.7334,2010-09-04 00:00:00,Sikkim,landslide,downpour,0.0,0.0,"17th mile(?), Jawaharlal Nehru Marg hwy, between Gangtok and Nathu La, Sikkim",pan_ner_csv,reported
28.3036,95.4112,2010-09-09 23:00:00,Arunachal Pradesh,landslide,downpour,10.0,0.0,"Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh",pan_ner_csv,reported
27.0011,93.7273,2010-09-10 00:00:00,Arunachal Pradesh,landslide,downpour,0.0,0.0,"districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province",pan_ner_csv,reported
25.63961883,94.11112157,2010-09-12 00:00:00,Nagaland,landslide,downpour,0.0,0.0,power lines 5 km from Kohima,pan_ner_csv,reported
23.72988966,92.71495623,2010-09-13 00:00:00,Mizoram,landslide,downpour,1.0,0.0,"Tuikual 'C', Aizawl, Mizoram",pan_ner_csv,reported
23.3439,93.0748,2010-09-13 00:00:00,Mizoram,landslide,downpour,0.0,0.0,"near Tuichang(?) on Tuichang river, Aizawl-Champhai rd, Mizoram",pan_ner_csv,reported
22.7176,92.8416,2010-09-13 00:00:00,Mizoram,landslide,downpour,0.0,0.0,"Hual(Hu) village(?), Lunglei-Lawngtlai rd, Mizoram",pan_ner_csv,reported
23.73504471,92.71060943,2010-09-13 00:00:00,Mizoram,landslide,downpour,0.0,0.0,"road to Kanan Veng from Hunthar Veng, Mizoram",pan_ner_csv,reported
23.591,92.9296,2010-09-13 00:00:00,Mizoram,landslide,downpour,0.0,0.0,"near Tuivawl(?), Aizawl-Champhai rd, Aizawl district, Mizoram",pan_ner_csv,reported
23.74182634,92.7141905,2010-09-13 00:00:00,Mizoram,landslide,downpour,0.0,0.0,"Hunthar Veng, Mizoram",pan_ner_csv,reported
23.75406693,92.74128531,2010-09-13 09:00:00,Mizoram,landslide,downpour,0.0,0.0,"road to Muanna Godown, Zuangtui, Mizoram",pan_ner_csv,reported
23.7527,92.694,2010-09-16 00:00:00,Mizoram,landslide,downpour,0.0,0.0,"Aizawl-Lengpui rd 3km from Aizawl, Mizoram, Manipur",pan_ner_csv,reported
24.3069,93.125,2010-09-16 03:00:00,Mizoram,landslide,downpour,0.0,0.0,"Taithu village, Churanchandpur district, Mizoram, Manipur",pan_ner_csv,reported
28.3092,95.4149,2010-10-03 00:00:00,Arunachal Pradesh,landslide,downpour,10.0,0.0,"Mosing village, Upper Siang district, Arunachal Pradesh",pan_ner_csv,reported
25.2745,94.0212,2010-10-08 00:00:00,Nagaland,landslide,downpour,0.0,0.0,"Bungte Chiru village(?), Senapati district, Manipur",pan_ner_csv,reported
25.4769,94.1351,2010-10-08 00:00:00,Nagaland,mudslide,downpour,0.0,0.0,"Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39",pan_ner_csv,reported
24.837,93.9128,2010-10-08 00:00:00,Manipur,landslide,downpour,0.0,0.0,"Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur",pan_ner_csv,reported
24.7679,93.4108,2010-10-08 00:00:00,Assam,landslide,downpour,0.0,0.0,"Nungba, Tamenglong, Manipur",pan_ner_csv,reported
25.6633,94.4703,2010-10-08 00:00:00,Manipur,complex,downpour,0.0,0.0,"Phek, Manipur",pan_ner_csv,reported
25.5242,92.9914,2010-10-09 00:00:00,Assam,landslide,downpour,0.0,0.0,"road between Haflong and Lanka, Assam",pan_ner_csv,reported
25.4749,93.1477,2010-10-09 00:00:00,Assam,landslide,downpour,0.0,0.0,"between Mahur and Maigrandisa(?) or Lumding, Assam",pan_ner_csv,reported
25.1796,93.0083,2010-10-09 00:00:00,Assam,mudslide,downpour,1.0,0.0,"Haflong, Assam",pan_ner_csv,reported
25.682,94.1076,2010-10-09 00:00:00,Nagaland,landslide,downpour,0.0,0.0,"Lower Pezielietsie(Tinpati), Kohima, Manipur",pan_ner_csv,reported
25.5265,93.8673,2010-10-09 00:00:00,Nagaland,landslide,downpour,0.0,0.0,"NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur",pan_ner_csv,reported
25.3179,94.0462,2010-10-09 00:00:00,Nagaland,landslide,downpour,0.0,0.0,"NH-39 in Karong area, Manipur",pan_ner_csv,reported
25.4788,94.1399,2010-10-09 00:00:00,Nagaland,landslide,downpour,0.0,0.0,"NH-39 at Tobio village(?), 7 km form Tadubi, Manipur",pan_ner_csv,reported
25.6623,94.1072,2010-10-10 06:00:00,Nagaland,landslide,downpour,0.0,0.0,"Lower Chandmari area, PWD department, Kohima, Manipur",pan_ner_csv,reported
27.5798729,91.85672387,2010-11-22 00:00:00,Arunachal Pradesh,landslide,unknown,0.0,0.0,"Tawang Monastery, Arunachal Pradesh",pan_ner_csv,reported
28.0791,96.5242,2011-03-22 00:00:00,Arunachal Pradesh,landslide,downpour,0.0,0.0,"road from other districts to Hawai(Tawai?) which is  on Lojit river, near Hayuliang,  Anjaw district, Arunachal Pradesh",pan_ner_csv,reported
25.0672,93.4093,2011-05-22 00:00:00,Assam,landslide,downpour,0.0,0.0,"Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur",pan_ner_csv,reported
25.0888,92.8551,2011-05-24 00:00:00,Assam,complex,downpour,0.0,0.0,"Silchar-Haflong rd., at Reko(Rekha )(?), near Harangajao, Barail Hills, Assam",pan_ner_csv,reported
25.1555,93.8474,2011-05-31 14:00:00,Manipur,landslide,continuous_rain,0.0,0.0,"Roads between Tamei(Tamma?), Kangpokpi and Chalwa, Manipur",pan_ner_csv,reported
24.8286,93.5935,2011-05-31 14:30:00,Manipur,landslide,downpour,2.0,0.0,"Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur",pan_ner_csv,reported
27.4885,88.4451,2011-06-17 19:30:00,,mudslide,rain,0.0,0.0,"National HWY 31A, Birik (cut off Sikkim)",pan_ner_csv,reported
26.3186,94.5121,2011-06-20 00:00:00,Nagaland,landslide,downpour,0.0,0.0,Mokokchung,pan_ner_csv,reported
25.51614662,94.2341227,2011-06-21 00:00:00,Nagaland,landslide,rain,0.0,0.0,"Lasumi village in Phek district, Kohima",pan_ner_csv,reported
27.2879,88.2579,2011-06-23 23:30:00,,landslide,downpour,16.0,0.0,Villages surrounding the West Sikkim district of ,pan_ner_csv,reported
25.03561729,94.0144205,2011-06-28 00:00:00,Manipur,landslide,rain,0.0,0.0,"Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India",pan_ner_csv,reported
25.6682,94.1099,2011-06-28 00:00:00,Nagaland,landslide,downpour,0.0,0.0,"Ruzapfu valley, Kikruma Village, Phek District, Nagaland",pan_ner_csv,reported
25.5125,93.3613,2011-06-29 00:00:00,Assam,landslide,downpour,0.0,0.0,"Portions of NH 39, Connectin Manipur with Assam via Nagaland",pan_ner_csv,reported
25.8782,94.1739,2011-07-01 00:00:00,Nagaland,landslide,downpour,0.0,0.0,NH-61 between Botsa and Chiechama,pan_ner_csv,reported
24.8063,93.9482,2011-07-06 00:00:00,Manipur,landslide,downpour,6.0,0.0,"National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)",pan_ner_csv,reported
25.4191,94.1079,2011-07-07 00:00:00,Nagaland,landslide,rain,0.0,0.0,Maram (80 km north of Imphal),pan_ner_csv,reported
25.6703,94.1095,2011-07-11 09:00:00,Nagaland,landslide,downpour,0.0,0.0,"NH-61, 1 km before reaching Botsa",pan_ner_csv,reported
27.125,93.7145,2011-07-15 18:00:00,Arunachal Pradesh,landslide,downpour,0.0,0.0,Itanagar/Naharlagur/Nirjuli,pan_ner_csv,reported
27.2743,92.9064,2011-07-16 00:00:00,Arunachal Pradesh,landslide,downpour,0.0,0.0,Mebua (8 km from Seppa),pan_ner_csv,reported
26.99195749,88.42280921,2011-07-17 00:00:00,Sikkim,landslide,rain,0.0,0.0,West Bengal-Sikkim at highway Rambi,pan_ner_csv,reported
27.1032,93.6884,2011-07-19 00:00:00,Arunachal Pradesh,landslide,downpour,3.0,0.0,"Itanagar (one near Pachali power house, one near Heema Hospital, and one nearRomik Colony at P Sector)",pan_ner_csv,reported
27.05374234,88.42572376,2011-07-19 00:00:00,Sikkim,landslide,rain,0.0,0.0,200 meters from Teesta Bridge towards Siliguri,pan_ner_csv,reported
24.3527,94.3429,2011-07-22 00:00:00,Manipur,landslide,downpour,0.0,0.0,Manipur,pan_ner_csv,reported
24.7992,93.948,2011-07-22 00:00:00,Manipur,landslide,downpour,0.0,0.0,Heibok Hills,pan_ner_csv,reported
26.5836,93.0038,2011-07-24 12:30:00,Assam,landslide,downpour,0.0,0.0,NH 37,pan_ner_csv,reported
24.6869,93.9157,2011-07-25 00:00:00,Manipur,landslide,downpour,0.0,0.0,Manipur,pan_ner_csv,reported
25.4192,94.108,2011-07-29 00:00:00,Nagaland,landslide,rain,0.0,0.0,"Maram, Manipur",pan_ner_csv,reported
27.1034,93.6885,2011-08-05 00:00:00,Arunachal Pradesh,landslide,downpour,0.0,0.0,Itanagar,pan_ner_csv,reported
27.44,92.2833,2011-08-12 00:00:00,Arunachal Pradesh,landslide,rain,0.0,0.0,East Kameng district in Arunachal Pradesh bordering China,pan_ner_csv,reported
25.7713,93.8067,2011-08-13 08:00:00,Assam,mudslide,downpour,0.0,0.0,"Chumukedima, Dimapur",pan_ner_csv,reported
27.4888,93.0153,2011-08-15 00:00:00,Arunachal Pradesh,landslide,downpour,0.0,0.0,"East Kameng, Arunachal Pradesh",pan_ner_csv,reported
25.5144,90.2167,2011-08-16 08:00:00,Meghalaya,landslide,downpour,6.0,0.0,"Garo Hills, Tura",pan_ner_csv,reported
25.83,94.13,2011-08-18 00:00:00,Nagaland,landslide,monsoon,0.0,0.0, Botsa  and Chiechama,pan_ner_csv,reported
27.13862165,88.22551799,2011-08-23 00:00:00,,landslide,downpour,5.0,0.0,"Samathang, Sikkim",pan_ner_csv,reported
27.7344,88.633,2011-08-25 00:00:00,,landslide,downpour,2.0,0.0,"Hee-Khola, Sikkim",pan_ner_csv,reported
24.808,93.117,2011-09-06 08:00:00,Assam,landslide,rain,3.0,0.0,NH 37 at Awang Khul ,pan_ner_csv,reported
26.1548,91.7351,2011-09-23 00:00:00,Assam,landslide,downpour,4.0,0.0,"Maighuli, Guwahati, Meghalaya",pan_ner_csv,reported
27.5161,88.5575,2011-09-30 00:00:00,,landslide,unknown,0.0,0.0,,pan_ner_csv,reported
25.1604,93.6795,2012-03-04 00:00:00,Manipur,landslide,unknown,0.0,0.0,Tamei constituency in Tamenlong district,pan_ner_csv,reported
28.4659,95.86,2012-04-08 00:00:00,Arunachal Pradesh,landslide,downpour,0.0,0.0,"Endulin Nallah, Mayodia, 17-camp, 83-camp",pan_ner_csv,reported
28.8254,96.1517,2012-06-02 00:00:00,Arunachal Pradesh,landslide,downpour,0.0,0.0,"Arunachal Pradesh, Dibang,",pan_ner_csv,reported
26.1475,91.7356,2012-06-02 00:00:00,Assam,landslide,downpour,0.0,0.0,"Guwahati, Assam",pan_ner_csv,reported
