latitude,longitude,event_date,admin_division_name,landslide_category,landslide_trigger,fatality_count,injury_count,location_description,source,verification_status
25.2568,92.3825,2015-08-19 00:00:00,Meghalaya,landslide,rain,0.0,0.0,National Highway 44,pan_ner_csv,reported
25.2193,90.5549,2015-08-19 09:00:00,Meghalaya,landslide,continuous_rain,0.0,0.0,NH-62 at Sibbari,pan_ner_csv,reported
26.048,91.8695,2015-09-05 00:00:00,Meghalaya,landslide,unknown,0.0,0.0,Byrnihat,pan_ner_csv,reported
25.9703,91.8584,2015-09-06 15:00:00,Meghalaya,landslide,unknown,0.0,0.0,"Umling, Meghalaya 793102, India",pan_ner_csv,reported
25.583,91.893,2015-09-23 15:00:00,Meghalaya,landslide,downpour,2.0,1.0,"Shillong, Meghalaya, India",pan_ner_csv,reported
25.203,90.5573,2016-07-19 00:00:00,Meghalaya,translational_slide,continuous_rain,0.0,0.0,"Rongthragittim Songittal village, near Sibbari, South Garo Hills District, Meghalaya, India",pan_ner_csv,reported
26.09748244,91.8744337,2016-07-19 09:00:00,Meghalaya,landslide,unknown,0.0,1.0,"12th Mile area at Jorabat, Meghalaya, India",pan_ner_csv,reported
25.67836832000006,91.92343430200005,2017-06-17 00:00:00,Meghalaya,landslide,continuous_rain,3.0,0.0,"Umiam, Ribhoi, Meghalaya",COOLR_citizen_report,unverified
25.588227361000065,92.02269564300008,2019-07-09 12:37:24,Meghalaya,landslide,continuous_rain,,,"Mawiong, Mawryngkneng, East Khasi Hills, Meghalaya",COOLR_citizen_report,unverified
25.51826286100004,91.96302939700008,2017-02-15 00:00:00,Meghalaya,landslide,mining,2.0,0.0,"Mawryngkneng, East Khasi Hills, Meghalaya",COOLR_citizen_report,unverified
25.567284690000065,91.90642695500009,2019-07-09 12:37:24,Meghalaya,landslide,continuous_rain,,,"near Basic School, Nongshiliang, Malki",COOLR_citizen_report,unverified
25.828600331000075,91.87671699700007,2017-07-06 19:00:00,Meghalaya,landslide,downpour,0.0,0.0,"Umsning, Ribhoi, Meghalaya State, India",COOLR_citizen_report,unverified
25.53663703300004,91.98082794900006,2019-07-09 12:37:24,Meghalaya,landslide,continuous_rain,0.0,0.0,"Mawlynngad, Mawryngkneng, East Khasi Hills, Meghalaya",COOLR_citizen_report,unverified
25.90723300000008,91.88189200000004,2017-05-26 17:00:00,Meghalaya,landslide,rain,0.0,3.0,"St Paul's Secondary School, Nongpoh",COOLR_citizen_report,unverified
25.43807422300005,91.79904871600009,2017-06-17 00:00:00,Meghalaya,landslide,continuous_rain,1.0,2.0,"Khatarshnong Laitkroh, East Khasi Hills, Meghalaya",COOLR_citizen_report,unverified
25.031902125000045,92.42257695000006,2018-04-28 11:00:00,Meghalaya,landslide,rain,0.0,0.0,"Road, Malidor, East Jaintia Hills, Meghalaya, India",COOLR_citizen_report,unverified
25.82601444000005,91.87113066800003,2017-07-09 05:00:00,Meghalaya,landslide,continuous_rain,0.0,0.0,"Pahamrynnai, Ribhoi, Meghalaya",COOLR_citizen_report,unverified
