latitude,longitude,event_date,admin_division_name,landslide_category,landslide_trigger,fatality_count,injury_count,location_description,source,verification_status
26.1677,94.2442,2016-06-12 00:00:00,Nagaland,landslide,continuous_rain,0.0,0.0,"on road between Mon and Tobu near Telangsao Hydro project , Nagaland, India",pan_ner_csv,reported
26.3185,94.5247,2016-06-14 08:00:00,Nagaland,landslide,continuous_rain,0.0,0.0,"lower Majakong Ward, Mokokchung, Nagaland, India",pan_ner_csv,reported
25.7902,94.1318,2016-07-10 00:00:00,Nagaland,landslide,downpour,0.0,0.0,"National Highway 2, near Kohima, Nagaland, India",pan_ner_csv,reported
26.1699,94.4922,2016-07-11 23:00:00,Nagaland,landslide,unknown,0.0,0.0,"North Point Colony, Akuluto, Nagaland, India",pan_ner_csv,reported
26.0101,94.5282,2016-07-26 23:00:00,Nagaland,landslide,downpour,0.0,0.0,"Zunheboto, Nagaland, India",pan_ner_csv,reported
25.8702,94.7844,2016-07-28 23:00:00,Nagaland,landslide,downpour,0.0,0.0,"Government Middle School (GMS) Kiphire station “B”, Kiphire, Nagaland, India",pan_ner_csv,reported
25.731119415000023,93.98827528000004,2017-07-09 02:00:00,Nagaland,landslide,continuous_rain,0.0,0.0,"Peducha, Kohima, Nagaland State, India",COOLR_citizen_report,unverified
26.33125309500008,94.55427722900004,2017-07-01 22:00:00,Nagaland,landslide,downpour,0.0,0.0,"Chuchuyimpang, Mokokchung, Nagaland",COOLR_citizen_report,unverified
25.77171291600007,93.93507182700006,2017-04-07 00:00:00,Nagaland,landslide,rain,0.0,0.0,"Medziphema, Dimapur, Nagaland",COOLR_citizen_report,unverified
25.660517000000027,94.10493100000008,2016-08-25 00:00:00,Nagaland,mudslide,rain,,,"Near Kohima, Nagaland, India",COOLR_citizen_report,unverified
25.83762589100008,93.94633447900009,2017-06-25 00:00:00,Nagaland,mudslide,continuous_rain,0.0,0.0,"Ghokuto, Nagaland",COOLR_citizen_report,unverified
25.55544000000004,93.63981000000008,2017-08-28 00:00:00,Nagaland,landslide,rain,,,"Athibung, Peren, Nagaland",COOLR_citizen_report,unverified
26.092493000000047,94.25752300000003,2016-09-05 00:00:00,Nagaland,landslide,rain,0.0,0.0,"Wokha, India",COOLR_citizen_report,unverified
25.808364075000043,93.79016193800004,2018-10-31 17:03:41,Nagaland,landslide,unknown,0.0,0.0,"1 km away from Chumukedima police check gate on Kohima-Dimapur road, Dimapur, Nagaland, 797113",COOLR_citizen_report,unverified
26.26326870200006,94.81481950700004,2017-07-10 00:00:00,Nagaland,landslide,unknown,0.0,0.0,"Tuensang, Nagaland",COOLR_citizen_report,unverified
26.663544811000065,94.62220277400009,2017-06-24 00:00:00,Nagaland,landslide,rain,0.0,0.0,"Alongkima, Mokokchung, Nagaland",COOLR_citizen_report,unverified
25.720192715000053,94.03225672900004,2017-07-08 00:00:00,Nagaland,landslide,continuous_rain,0.0,0.0,"Kiruphema village, Kohima, Nagaland",COOLR_citizen_report,unverified
26.13179516400004,94.78584428900008,2018-07-30 04:00:00,Nagaland,landslide,continuous_rain,,,"Sotokur, Tuensang, Nagaland",COOLR_citizen_report,unverified
25.76850000000008,93.82005555600006,2018-10-29 13:33:58,Nagaland,landslide,mining,0.0,0.0,"Imphal-Dimapur road near Kukidolong village, Nagaland",COOLR_citizen_report,unverified
26.11613907700007,94.24222574400004,2017-07-01 22:00:00,Nagaland,landslide,continuous_rain,0.0,0.0,"Wokha Sadar Sub-District, Wokha, Nagaland",COOLR_citizen_report,unverified
25.733180988000072,93.99655230600008,2017-05-16 02:00:00,Nagaland,landslide,continuous_rain,0.0,0.0,"NH-29, Sechu (Zubza), Kohima, Nagaland, 797002",COOLR_citizen_report,unverified
26.32472400000006,94.51465100000009,2016-09-05 00:00:00,Nagaland,landslide,rain,0.0,0.0,"Mokochung, Nagaland, India",COOLR_citizen_report,unverified
26.14454469900005,94.24416766300004,2017-07-01 22:00:00,Nagaland,landslide,downpour,0.0,0.0,"Wokha Sadar Sub-District, Wokha, Nagaland",COOLR_citizen_report,unverified
25.67061160800006,94.11844319200009,2017-06-02 00:00:00,Nagaland,landslide,continuous_rain,0.0,0.0,"The road that connects civil secretariat and medical college site towards BSF camp at Nhachüko, Kohima",COOLR_citizen_report,unverified
25.658708000000047,94.09853600000008,2017-09-30 00:00:00,Nagaland,landslide,downpour,0.0,,"P.R. Hill, Kohima, Nagaland 797005, India.",COOLR_citizen_report,unverified
25.63203569600006,94.10065402600009,2017-07-09 00:00:00,Nagaland,landslide,continuous_rain,0.0,0.0,"Jakhama, Kohima, Nagaland",COOLR_citizen_report,unverified
25.672950369000034,94.10513916800004,2018-07-31 04:00:00,Nagaland,mudslide,continuous_rain,,,the retaining wall near wall near Soul Harvest Church,COOLR_citizen_report,unverified
26.07821690700007,94.72071067500008,2018-05-12 00:00:00,Nagaland,landslide,continuous_rain,,,"Chessore, Tuensang, Nagaland",COOLR_citizen_report,unverified
25.691114645000027,94.09483333300004,2017-07-12 06:00:00,Nagaland,landslide,rain,0.0,0.0,"Kohima, Nagaland, India",COOLR_citizen_report,unverified
